Year,Country,Registration,VAP Turnout,Voting age population,Compulsory Voting,Registration Ratio,Election Type,Voter Turnout
1976,Antigua and Barbuda,26197.0,0.7151000000000001,34790.0,0,0.75300373670595,Parliamentary,0.9497
1971,Antigua and Barbuda,30682.0,0.5046,34300.0,0,0.8945189504373178,Parliamentary,0.5640999999999999
1965,Antigua and Barbuda,21525.0,0.3038,30360.0,0,0.70899209486166,Parliamentary,0.4285
1960,Antigua and Barbuda,6738.0,0.0929,27540.0,0,0.24466230936819172,Parliamentary,0.37979999999999997
1956,Antigua and Barbuda,11400.0,0.2368,27454.0,0,0.41524003788154734,Parliamentary,0.5702
1951,Antigua and Barbuda,6886.0,0.19940000000000002,24288.0,0,0.28351449275362317,Parliamentary,0.7033
2023,Argentina,35854122.0,0.7901,34950444.0,1,1.0258559805420497,Parliamentary,0.7701
2021,Argentina,34742150.0,0.7256999999999999,34230537.0,1,1.014946099151176,Parliamentary,0.7151000000000001
2019,Argentina,34231895.0,0.8226,33442549.0,1,1.0236030453300673,Parliamentary,0.8037000000000001
2017,Argentina,33116077.0,0.7768999999999999,32713088.0,1,1.0123188920593496,Parliamentary,0.7674
2015,Argentina,32130853.0,0.8140999999999999,31996332.0,1,1.0042042631636652,Parliamentary,0.8106
2013,Argentina,30635464.0,0.7807999999999999,30276314.0,1,1.0118624083499728,Parliamentary,0.7717
2011,Argentina,28916183.0,0.7735,29678579.0,1,0.9743115733404891,Parliamentary,0.7939
2009,Argentina,27797930.0,0.7089,28389141.0,1,0.979174748542057,Parliamentary,0.7239
2007,Argentina,27137536.0,0.768,26926602.0,1,1.0078336657555231,Parliamentary,0.7620999999999999
2005,Argentina,26140766.0,0.7323000000000001,26175246.0,1,0.9986827248920602,Parliamentary,0.7333
2001,Argentina,24735483.0,0.7299,25487913.0,1,0.9704789481979164,Parliamentary,0.7521
1999,Argentina,24108413.0,0.8131999999999999,23877270.0,1,1.0096804617948367,Parliamentary,0.8054000000000001
1997,Argentina,23184491.0,0.7807,23230160.0,1,0.9980340643370514,Parliamentary,0.7822
1995,Argentina,22158612.0,0.7977,22488050.0,1,0.985350530615149,Parliamentary,0.8096
1993,Argentina,21443953.0,0.7809,21886150.0,1,0.9797955784822822,Parliamentary,0.797
1991,Argentina,20742631.0,0.8941,20812743.0,1,0.9966312945871671,Parliamentary,0.8970999999999999
1989,Argentina,20022072.0,0.8207,20552960.0,1,0.9741697546241515,Parliamentary,0.8423999999999999
1987,Argentina,19452790.0,0.8014,20293650.0,1,0.9585653640424467,Parliamentary,0.8361
1985,Argentina,18649101.0,0.7776000000000001,19711250.0,1,0.9461145792377449,Parliamentary,0.8219
1983,Argentina,17929951.0,0.7752,19257550.0,1,0.9310608566510278,Parliamentary,0.8325
1973,Argentina,14302497.0,0.7498999999999999,16315200.0,1,0.8766363268608415,Parliamentary,0.8554999999999999
1965,Argentina,11460766.0,0.6635,14417000.0,1,0.7949480474439897,Parliamentary,0.8345999999999999
1963,Argentina,11353936.0,0.6981999999999999,13919100.0,1,0.8157090616491008,Parliamentary,0.8559
1962,Argentina,10596321.0,0.6629,13704960.0,1,0.7731741646819837,Parliamentary,0.8573000000000001
1960,Argentina,10187586.0,0.6706,13228160.0,1,0.7701438446465722,Parliamentary,0.8706999999999999
1958,Argentina,10002327.0,0.708,12837120.0,1,0.7791721975022435,Parliamentary,0.9086
1954,Argentina,9194157.0,0.6592,11994880.0,1,0.7665067928983033,Parliamentary,0.86
1951,Argentina,8633998.0,0.6728000000000001,11286400.0,1,0.7649913169832719,Parliamentary,0.8795000000000001
1946,Argentina,3405173.0,0.2834,10018560.0,1,0.33988647071036154,Parliamentary,0.8339
2023,Argentina,35405398.0,0.7731,34950444.0,1,1.0130171164635275,Presidential,0.7631999999999999
2023,Argentina,35854122.0,0.7914,34950444.0,1,1.0258559805420497,Presidential,0.7714
2019,Argentina,34231721.0,0.8231999999999999,33442549.0,1,1.0235978423773857,Presidential,0.8042
2015,Argentina,32108509.0,0.8106,31996332.0,1,1.0035059331175835,Presidential,0.8077
2015,Argentina,32130853.0,0.8140999999999999,31996332.0,1,1.0042042631636652,Presidential,0.8107
2011,Argentina,28916183.0,0.7735,29678579.0,1,0.9743115733404891,Presidential,0.7939
2007,Argentina,27137536.0,0.768,26926602.0,1,1.0078336657555231,Presidential,0.762
2003,Argentina,25481410.0,0.7825,25471223.0,1,1.0003999415340206,Presidential,0.7822
1999,Argentina,24111270.0,0.8312999999999999,23877270.0,1,1.009800115339819,Presidential,0.8231999999999999
1995,Argentina,22178201.0,0.8095,22488050.0,1,0.9862216154802217,Presidential,0.8208
1989,Argentina,20034252.0,0.8316,20552960.0,1,0.9747623699943949,Presidential,0.8531
1983,Argentina,17929951.0,0.7970999999999999,19257550.0,1,0.9310608566510278,Presidential,0.8561
1973,Argentina,14312405.0,0.7389,16315200.0,1,0.8772436133176424,Presidential,0.8423
1973,Argentina,14256991.0,0.7503,16315200.0,1,0.8738471486711777,Presidential,0.8586
1963,Argentina,11353936.0,0.6981999999999999,13919100.0,1,0.8157090616491008,Presidential,0.8559
1958,Argentina,10002327.0,0.708,12837120.0,1,0.7791721975022435,Presidential,0.9086
1951,Argentina,8633998.0,0.6728000000000001,11286400.0,1,0.7649913169832719,Presidential,0.8795000000000001
1946,Argentina,3405173.0,0.2834,10018560.0,1,0.33988647071036154,Presidential,0.8339
2021,Armenia,2595512.0,0.5443,2355287.0,0,1.1019939395920753,Parliamentary,0.4939
2018,Armenia,2593140.0,0.5338,2362422.0,0,1.097661637082621,Parliamentary,0.4863
2017,Armenia,2588590.0,0.6673,2363767.0,0,1.0951121663006549,Parliamentary,0.6093
2012,Armenia,2501597.0,0.6967,2257586.0,0,1.1080849190241258,Parliamentary,0.6286999999999999
2007,Armenia,2319722.0,0.6515000000000001,2136013.0,0,1.086005562700227,Parliamentary,0.5999
2003,Armenia,2233757.0,0.6065,2032289.0,0,1.0991335385862935,Parliamentary,0.5518
1999,Armenia,2198544.0,0.4547,2500788.0,0,0.8791404949160024,Parliamentary,0.5172
1995,Armenia,2195283.0,0.5061,2338700.0,0,0.9386766152135801,Parliamentary,0.5390999999999999
2013,Armenia,2528773.0,0.7421,2050655.0,0,1.233153797201382,Presidential,0.6018
2008,Armenia,2390000.0,0.7719,2161558.0,0,1.1056839557393325,Presidential,0.6981
2003,Armenia,2331507.0,0.785,2032289.0,0,1.1472320127698374,Presidential,0.6843
2003,Armenia,2315410.0,0.7201000000000001,2032289.0,0,1.1393113873076122,Presidential,0.6321
1998,Armenia,2300816.0,0.6593000000000001,2377830.0,0,0.9676116459124496,Presidential,0.6814
1998,Armenia,2293636.0,0.6124,2377830.0,0,0.9645920860616612,Presidential,0.6347999999999999
1996,Armenia,2210189.0,0.5635,2366000.0,0,0.9341458157227388,Presidential,0.6032
2021,Aruba,70283.0,0.6214,95747.0,0,0.7340491085882587,Parliamentary,0.8466
2017,Aruba,70750.0,0.6539,90840.0,0,0.7788419198590929,Parliamentary,0.8395999999999999
2013,Aruba,68758.0,0.6972,83688.0,0,0.821599273492018,Parliamentary,0.8486
2009,Aruba,65000.0,0.6966,79132.0,0,0.8214123237122782,Parliamentary,0.8481000000000001
2005,Aruba,60635.0,0.7241,71795.0,0,0.8445574204331778,Parliamentary,0.8573999999999999
1997,Aruba,52166.0,0.8414,53174.0,0,0.981043367059089,Parliamentary,0.8576999999999999
1994,Aruba,64848.0,0.7608,52560.0,0,1.2337899543378996,Parliamentary,0.6165999999999999
1993,Aruba,45680.0,0.81,49680.0,0,0.9194847020933977,Parliamentary,0.8809
2025,Australia,18098797.0,0.7766,21130221.0,1,0.8565360958600481,Parliamentary,0.9067000000000001
2022,Australia,17228900.0,0.7598999999999999,20346683.0,1,0.8467670135716961,Parliamentary,0.8974
2019,Australia,16419543.0,0.8079000000000001,18675465.0,1,0.8792039716280157,Parliamentary,0.9189
2016,Australia,15671551.0,0.7896,18063010.0,1,0.867604624035529,Parliamentary,0.9101
2013,Australia,14722754.0,0.7886,17406251.0,1,0.845831419988141,Parliamentary,0.9323
2010,Australia,14086869.0,0.8101999999999999,16208479.0,1,0.8691049295865454,Parliamentary,0.9322
2007,Australia,13646539.0,0.8238,15696515.0,1,0.8693992902246136,Parliamentary,0.9476
2004,Australia,13098461.0,0.8237000000000001,14999498.0,1,0.8732599584332755,Parliamentary,0.9431999999999999
2001,Australia,12708837.0,0.8420000000000001,14316998.0,1,0.8876747066668585,Parliamentary,0.9484999999999999
1998,Australia,12154050.0,0.8223999999999999,14039112.0,1,0.8657278323586278,Parliamentary,0.9499
1996,Australia,11740568.0,0.8299,13547920.0,1,0.866595610248658,Parliamentary,0.9577
1993,Australia,11384638.0,0.8343,13065440.0,1,0.8713551170109847,Parliamentary,0.9575
1990,Australia,10728435.0,0.8209000000000001,12457450.0,1,0.8612063464031563,Parliamentary,0.9531000000000001
1987,Australia,10353213.0,0.8414,11546730.0,1,0.896635930692066,Parliamentary,0.9384
1984,Australia,9866266.0,0.8420000000000001,11036240.0,1,0.8939879886628055,Parliamentary,0.9419
1983,Australia,9372064.0,0.8123999999999999,10919090.0,1,0.8583191456430893,Parliamentary,0.9464
1980,Australia,9023592.0,0.8397,10139550.0,1,0.8899400860984955,Parliamentary,0.9434999999999999
1977,Australia,8548779.0,0.8448,9620530.0,1,0.888597509700609,Parliamentary,0.9508
1975,Australia,8262413.0,0.8468000000000001,9308310.0,1,0.8876383575536269,Parliamentary,0.9539
1974,Australia,7898922.0,0.8431000000000001,8937800.0,1,0.8837658036653315,Parliamentary,0.9540000000000001
1972,Australia,7074070.0,0.8534999999999999,7905600.0,1,0.8948175976522971,Parliamentary,0.9538
1969,Australia,6606213.0,0.8389,7478600.0,1,0.88334888882946,Parliamentary,0.9497
1966,Australia,6193881.0,0.8466,6960000.0,1,0.8899254310344827,Parliamentary,0.9512999999999999
1963,Australia,5860935.0,0.8565,6549600.0,1,0.8948538842066691,Parliamentary,0.9571
1961,Australia,5692364.0,0.8456,6409880.0,1,0.8880609309378646,Parliamentary,0.9521999999999999
1958,Australia,5412865.0,0.8604999999999999,6003620.0,1,0.9016002012119355,Parliamentary,0.9544
1955,Australia,4779974.0,0.7835,5796000.0,1,0.8247022084195997,Parliamentary,0.95
1954,Australia,4829546.0,0.8193,5661810.0,1,0.8530038980467377,Parliamentary,0.9605
1951,Australia,4867713.0,0.8523999999999999,5480150.0,1,0.8882444823590595,Parliamentary,0.9597
1949,Australia,4913654.0,0.9167000000000001,5142800.0,1,0.955443338259314,Parliamentary,0.9594
1946,Australia,4744017.0,0.9185,4852250.0,1,0.9776942655469112,Parliamentary,0.9395
2024,Austria,6346059.0,0.6576000000000001,7454528.0,0,0.8513025908548468,Parliamentary,0.7625
2019,Austria,6396812.0,0.644,7508169.0,0,0.8519802897350872,Parliamentary,0.7559
2017,Austria,6400993.0,0.6879000000000001,7443978.0,0,0.8598887584031011,Parliamentary,0.8
2013,Austria,6384331.0,0.6587000000000001,7260801.0,0,0.8792874229716529,Parliamentary,0.7491
2008,Austria,6333109.0,0.7561,6600595.0,0,0.9594754715294606,Parliamentary,0.7881
2006,Austria,6107892.0,0.7321,6548332.0,0,0.9327401237444894,Parliamentary,0.7848999999999999
2002,Austria,5912592.0,0.7745000000000001,6432768.0,0,0.9191365210124164,Parliamentary,0.8427
1999,Austria,5838373.0,0.7264,6463384.0,0,0.9032997265828551,Parliamentary,0.8042
1995,Austria,5768009.0,0.7864,6306300.0,0,0.9146423417851989,Parliamentary,0.8598
1994,Austria,5774000.0,0.7602,6263129.0,0,0.9219034128149045,Parliamentary,0.8245999999999999
1990,Austria,5628912.0,0.8047,6025250.0,0,0.9342204887763993,Parliamentary,0.8614
1986,Austria,5461414.0,0.8706999999999999,5673750.0,0,0.9625757215245648,Parliamentary,0.9046
1983,Austria,5316436.0,0.8691,5664000.0,0,0.9386362994350282,Parliamentary,0.9259000000000001
1979,Austria,5186735.0,0.8681,5510770.0,0,0.9411996871580559,Parliamentary,0.9224
1975,Austria,5019277.0,0.8665,5381090.0,0,0.9327621355524625,Parliamentary,0.929
1971,Austria,4984448.0,0.8823000000000001,5222000.0,0,0.954509383378016,Parliamentary,0.9244
1970,Austria,5045841.0,0.8952,5173000.0,0,0.9754187125459115,Parliamentary,0.9178000000000001
1966,Austria,4886818.0,0.8983,5103000.0,0,0.9576362923770331,Parliamentary,0.938
1962,Austria,4805351.0,0.9028,4991000.0,0,0.9628032458425165,Parliamentary,0.9377
1959,Austria,4696603.0,0.8967,4934300.0,0,0.9518276148592506,Parliamentary,0.9420999999999999
1956,Austria,4614464.0,0.8931,4957930.0,0,0.930723910987045,Parliamentary,0.9595
1953,Austria,4586870.0,0.8903,4937340.0,0,0.9290164339502647,Parliamentary,0.9582999999999999
1949,Austria,4391815.0,0.8623999999999999,4928820.0,0,0.8910479587406316,Parliamentary,0.9678
1945,Austria,3449605.0,0.6739,4827290.0,0,0.7146048818281064,Parliamentary,0.9431
2022,Austria,6363489.0,0.5474,7578269.0,0,0.8397021800097093,Presidential,0.6518999999999999
2016,Austria,6399607.0,0.6413,7406128.0,0,0.8640961916942295,Presidential,0.7421
2016,Austria,6382507.0,0.6261,7406128.0,0,0.8617872929012299,Presidential,0.7265
2016,Austria,6382507.0,0.5903,7406128.0,0,0.8617872929012299,Presidential,0.685
2010,Austria,6355800.0,0.47840000000000005,7117194.0,0,0.8930204797002864,Presidential,0.5357
2004,Austria,6030982.0,0.665,6493724.0,0,0.9287401189209766,Presidential,0.716
1998,Austria,5848584.0,0.6859000000000001,6344138.0,0,0.9218878908371791,Presidential,0.7440000000000001
1992,Austria,5676903.0,0.7565999999999999,6070680.0,0,0.9351346142442033,Presidential,0.8090999999999999
1992,Austria,5676903.0,0.528,6070680.0,0,0.9351346142442033,Presidential,0.8436
1986,Austria,5436846.0,0.8365,5673750.0,0,0.9582456047587574,Presidential,0.8729
1986,Austria,5436846.0,0.8573999999999999,5673750.0,0,0.9582456047587574,Presidential,0.8948
1980,Austria,5215875.0,0.8672,5510770.0,1,0.946487514448979,Presidential,0.9163
1974,Austria,5031772.0,0.8853,5346300.0,1,0.9411690327890316,Presidential,0.9406
1971,Austria,5024324.0,0.9168000000000001,5222000.0,1,0.9621455381080046,Presidential,0.9529000000000001
1965,Austria,4874928.0,0.9220999999999999,5075000.0,1,0.9605769458128078,Presidential,0.9599
1963,Austria,4869928.0,0.9270999999999999,5020400.0,1,0.9700278862242052,Presidential,0.9558
1957,Austria,4630997.0,0.9057,4967870.0,1,0.9321896506953684,Presidential,0.9716
1951,Austria,4513597.0,0.8876999999999999,4926690.0,1,0.9161520209308887,Presidential,0.9689
1951,Austria,4513597.0,0.8870999999999999,4926690.0,1,0.9161520209308887,Presidential,0.9682999999999999
2024,Austria,6372204.0,0.4808,7454728.0,0,0.8547869218031832,EU Parliament,0.5625
2019,Austria,6416177.0,0.5107,7508169.0,0,0.8545594804805273,EU Parliament,0.5977
2014,Austria,6410602.0,0.39770000000000005,7315273.0,0,0.8763312045907241,EU Parliament,0.4539
2009,Austria,6362761.0,0.4132,7078928.0,0,0.8988311507053045,EU Parliament,0.4597
2004,Austria,6049129.0,0.3995,6424824.0,0,0.9415244682188959,EU Parliament,0.4243
1999,Austria,5847605.0,0.4611,6215766.0,0,0.9407698101891223,EU Parliament,0.4901
1996,Austria,5800377.0,0.6364,6172678.0,0,0.9396856599356066,EU Parliament,0.6773
2024,Azerbaijan,6478840.0,0.6352,7804818.0,0,0.8301077616415912,Parliamentary,0.7643000000000001
2020,Azerbaijan,5359015.0,0.3358,7475615.0,0,0.7168661039927818,Parliamentary,0.46840000000000004
2015,Azerbaijan,5211765.0,0.4048,7150506.0,0,0.7288666004895318,Parliamentary,0.5554
2010,Azerbaijan,4841631.0,0.46549999999999997,5175155.0,0,0.935552848175562,Parliamentary,0.4976
2005,Azerbaijan,4675572.0,0.3667,5159945.0,0,0.9061282629950513,Parliamentary,0.4047
2000,Azerbaijan,4241550.0,0.6123,4709852.0,0,0.9005696994300458,Parliamentary,0.6799
1995,Azerbaijan,4132800.0,0.8251000000000001,4310340.0,0,0.9588106738679547,Parliamentary,0.8604999999999999
2024,Azerbaijan,6478840.0,0.6365,7804818.0,0,0.8301077616415912,Presidential,0.7668
2018,Azerbaijan,5332817.0,0.5376,7363739.0,0,0.7241996219583556,Presidential,0.7424
2013,Azerbaijan,5214787.0,0.5856,6378974.0,0,0.8174961992320395,Presidential,0.7162999999999999
2008,Azerbaijan,4927561.0,0.6803,5439906.0,0,0.9058173064019857,Presidential,0.7509999999999999
2003,Azerbaijan,4442338.0,0.634,4990760.0,0,0.8901125279516546,Presidential,0.7123
1998,Azerbaijan,4255717.0,0.7198,4667748.0,0,0.9117280967181605,Presidential,0.7894
1993,Azerbaijan,4620000.0,0.9414,4213440.0,0,1.0964912280701755,Presidential,0.8584999999999999
2021,Bahamas,194494.0,0.48460000000000003,260886.0,0,0.7455133659912759,Parliamentary,0.65
2017,Bahamas,184000.0,0.6653,240360.0,0,0.7655183890830422,Parliamentary,0.8691
2012,Bahamas,171932.0,0.6731,231903.0,0,0.7413961871989582,Parliamentary,0.9078
2007,Bahamas,150654.0,0.6919,200603.0,0,0.7510057177609507,Parliamentary,0.9213
2002,Bahamas,144758.0,0.6969,187011.0,0,0.7740614188470197,Parliamentary,0.9003
1997,Bahamas,129946.0,0.6792,175463.0,0,0.7405891840444994,Parliamentary,0.9170999999999999
1992,Bahamas,122000.0,0.6846,163680.0,0,0.7453567937438905,Parliamentary,0.9185
1987,Bahamas,102713.0,0.6349,142190.0,0,0.7223644419438779,Parliamentary,0.879
1982,Bahamas,84235.0,0.6423000000000001,117720.0,0,0.7155538566089025,Parliamentary,0.8976000000000001
1977,Bahamas,71295.0,0.614,104410.0,0,0.6828368930179102,Parliamentary,0.8992
1972,Bahamas,50071.0,0.547,91800.0,0,0.5454357298474946,Parliamentary,1.0029000000000001
2022,Bahrain,344713.0,0.217,1159588.0,0,0.2972719621106807,Parliamentary,0.73
2018,Bahrain,365467.0,0.2218,1070950.0,0,0.34125496054904525,Parliamentary,0.67
2014,Bahrain,349713.0,0.1845,997149.0,0,0.3507128824278017,Parliamentary,0.526
2010,Bahrain,171000.0,0.1348,850180.0,0,0.2011338775318168,Parliamentary,0.67
2006,Bahrain,295686.0,0.3722,584710.0,0,0.5056968411691266,Parliamentary,0.736
2002,Bahrain,650000.0,0.7448,462535.0,0,1.4052990584496308,Parliamentary,0.53
1973,Bahrain,24883.0,0.3262,59800.0,0,0.4161036789297659,Parliamentary,0.784
2024,Bangladesh,121775450.0,0.4242,117933131.0,0,1.0325804883447045,Parliamentary,0.418
2018,Bangladesh,104190480.0,0.7806000000000001,106777785.0,0,0.9757692576222666,Parliamentary,0.8
2014,Bangladesh,92007113.0,0.4854,97373463.0,0,0.9448889889024487,Parliamentary,0.5136999999999999
2008,Bangladesh,81130973.0,0.7893000000000001,87634867.0,0,0.9257841744656268,Parliamentary,0.8526
2001,Bangladesh,74946364.0,0.765,73445528.0,0,1.0204346818774317,Parliamentary,0.7497
1996,Bangladesh,56716935.0,0.6456999999999999,66408120.0,0,0.8540662647881012,Parliamentary,0.7559999999999999
1991,Bangladesh,62181743.0,0.6152000000000001,56038800.0,0,1.1096194600883673,Parliamentary,0.5545
1988,Bangladesh,49863829.0,0.48460000000000003,53311320.0,0,0.9353328523848219,Parliamentary,0.5181
1986,Bangladesh,47876979.0,0.5916,48803040.0,0,0.9810245222428767,Parliamentary,0.6031
1979,Bangladesh,38363858.0,0.4731,41588640.0,0,0.9224600275459837,Parliamentary,0.5129
1973,Bangladesh,35205642.0,0.5501,35140800.0,0,1.0018452055730092,Parliamentary,0.5490999999999999
1986,Bangladesh,47912443.0,0.531,48803040.0,0,0.9817511982860084,Presidential,0.5409
1981,Bangladesh,38951014.0,0.4993,43419360.0,0,0.8970886259032836,Presidential,0.5565
2022,Barbados,266330.0,0.462,240556.0,0,1.1071434510051714,Parliamentary,0.41729999999999995
2018,Barbados,255833.0,0.6706,230005.0,0,1.1122932110171517,Parliamentary,0.6029
2013,Barbados,235510.0,0.6978,219561.0,0,1.072640405172139,Parliamentary,0.6505
2008,Barbados,235510.0,0.6940999999999999,215586.0,0,1.0924178750011597,Parliamentary,0.6354
2003,Barbados,218811.0,0.6812999999999999,182672.0,0,1.197835464657966,Parliamentary,0.5688
1999,Barbados,203621.0,0.6864,187188.0,0,1.0877887471419108,Parliamentary,0.631
1994,Barbados,206000.0,0.6605,187920.0,0,1.096211153682418,Parliamentary,0.6025
1991,Barbados,191000.0,0.6738,180600.0,0,1.0575858250276855,Parliamentary,0.6372
1986,Barbados,176739.0,0.7997,169510.0,0,1.0426464515367826,Parliamentary,0.767
1981,Barbados,167029.0,0.7473000000000001,160000.0,0,1.04393125,Parliamentary,0.7158
1976,Barbados,134241.0,0.6628000000000001,150060.0,0,0.8945821671331468,Parliamentary,0.7409
